0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.575000000000000094e-03,1.360933333333333439e-01,2.197200000000000264e-01,2.739999999999999658e-01,3.136044444444444634e-01,3.443955555555555659e-01,3.707911111111111269e-01,3.891644444444445350e-01,4.066799999999999859e-01,4.215911111111110277e-01,4.365511111111110565e-01,4.472044444444444600e-01,4.563422222222222047e-01,4.677288888888888607e-01,4.769955555555555060e-01,4.856177777777777593e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.650000000000000508e-03,1.275022222222222390e-01,2.144133333333332891e-01,2.707822222222222019e-01,3.078444444444444206e-01,3.368444444444444463e-01,3.624266666666666747e-01,3.847200000000000064e-01,4.032755555555555538e-01,4.146844444444444666e-01,4.282000000000000250e-01,4.401155555555555932e-01,4.517555555555555769e-01,4.586222222222221534e-01,4.683955555555554540e-01,4.772177777777777963e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.446153846153846269e-03,1.256844444444444597e-01,2.101911111111110786e-01,2.659777777777778129e-01,3.044711111111111368e-01,3.320977777777777695e-01,3.581200000000000494e-01,3.790399999999999880e-01,3.941777777777777936e-01,4.098622222222222389e-01,4.196311111111111769e-01,4.361022222222221689e-01,4.421466666666666323e-01,4.527155555555556488e-01,4.605644444444443875e-01,4.677422222222222259e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.333333333333333239e-04,1.120266666666666910e-01,2.034844444444444678e-01,2.596933333333333871e-01,2.952355555555555289e-01,3.277644444444444694e-01,3.499288888888889004e-01,3.699733333333332652e-01,3.839377777777777112e-01,4.030977777777778881e-01,4.142533333333332513e-01,4.256755555555554738e-01,4.365911111111110965e-01,4.443199999999999927e-01,4.526533333333332965e-01,4.604488888888888520e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.933333333333333841e-03,1.006133333333333185e-01,1.957244444444444509e-01,2.519200000000000328e-01,2.888088888888888928e-01,3.186444444444444524e-01,3.398933333333332696e-01,3.641333333333332534e-01,3.789644444444443816e-01,3.927111111111111219e-01,4.065555555555556144e-01,4.162844444444444014e-01,4.273688888888889648e-01,4.373066666666666213e-01,4.436044444444445234e-01,4.523911111111109662e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.799999999999999992e-03,9.615555555555557743e-02,1.919511111111111279e-01,2.442266666666666475e-01,2.826088888888888540e-01,3.094355555555555193e-01,3.345244444444444576e-01,3.548355555555555707e-01,3.696266666666666589e-01,3.858622222222221620e-01,3.964666666666666894e-01,4.077511111111111197e-01,4.167244444444444529e-01,4.261466666666666736e-01,4.345200000000000173e-01,4.420311111111111524e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.933333333333333365e-03,8.539555555555555788e-02,1.824311111111110717e-01,2.370577777777777839e-01,2.714088888888888662e-01,3.035377777777777397e-01,3.254977777777777748e-01,3.432133333333333702e-01,3.616711111111111654e-01,3.745200000000000751e-01,3.860977777777777065e-01,3.984622222222222732e-01,4.060799999999999410e-01,4.148666666666666614e-01,4.219911111111111501e-01,4.284444444444444611e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000192e-04,7.506666666666668430e-02,1.703688888888888753e-01,2.244311111111111368e-01,2.636844444444444435e-01,2.935511111111111515e-01,3.159555555555555451e-01,3.331466666666666465e-01,3.504888888888889054e-01,3.643022222222221940e-01,3.743555555555555525e-01,3.847422222222222632e-01,3.966577777777777758e-01,4.038400000000001433e-01,4.117600000000000149e-01,4.178533333333333544e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.904444444444444412e-02,1.620311111111111257e-01,2.180622222222222406e-01,2.518222222222222251e-01,2.830222222222221751e-01,3.022755555555556306e-01,3.236844444444444413e-01,3.378133333333333543e-01,3.516888888888888842e-01,3.611822222222222378e-01,3.725777777777777300e-01,3.808399999999999563e-01,3.916533333333332978e-01,3.984177777777777596e-01,4.058844444444444921e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.866666666666666648e-03,3.797333333333333810e-02,1.476088888888888728e-01,2.087822222222222301e-01,2.405599999999999683e-01,2.670177777777777983e-01,2.903688888888888986e-01,3.078444444444444206e-01,3.239377777777778245e-01,3.379511111111111465e-01,3.500577777777778010e-01,3.573155555555555529e-01,3.673911111111111683e-01,3.768355555555555347e-01,3.800533333333332986e-01,3.876044444444443626e-01
